name,plot_id,species,live_status,ht_class,notes
regen_table_big11nov,EAFR-RX-20,ABCO,Live,1 - (0-15cm),8
regen_table_big11nov,EAFR-RX-20,ABCO,Live,2 - (16-30cm),8
regen_table_big11nov,EAFR-RX-20,ABCO,Live,3 - (31-60cm),48
regen_table_big11nov,EAFR-RX-20,ABCO,Live,4 - (61-100cm),96
regen_table_big11nov,EAFR-RX-20,ABCO,Live,5 - (101-DBH; 137cm),68
regen_table_big11nov,EAFR-RX-20,ABCO,Dead,3 - (31-60cm),20
regen_table_big11nov,EAFR-RX-20,ABCO,Dead,4 - (61-100cm),32
regen_table_big11nov,EAFR-RX-20,SEGI,Dead,4 - (61-100cm),4
regen_table_big11nov,EAFR-RX-07,ABCO,Live,1 - (0-15cm),6
regen_table_big11nov,EAFR-RX-07,ABCO,Live,2 - (16-30cm),104
regen_table_big11nov,EAFR-RX-07,ABCO,Live,3 - (31-60cm),311
regen_table_big11nov,EAFR-RX-07,ABCO,Live,4 - (61-100cm),5
regen_table_big11nov,EAFR-RX-07,CADE,Live,3 - (31-60cm),3
regen_table_big11nov,EAFR-RX-07,PILA,Live,3 - (31-60cm),3
regen_table_big11nov,EAFR-RX-08,CADE,Live,4 - (61-100cm),NA
regen_table_big11nov,EAFR-RX-08,PILA,Live,2 - (16-30cm),2
regen_table_big11nov,EAFR-RX-08,ABCO,Live,4 - (61-100cm),2
regen_table_big11nov,EAFR-RX-08,CADE,Live,2 - (16-30cm),3
regen_table_big11nov,EAFR-RX-08,CADE,Live,3 - (31-60cm),5
regen_table_big11nov,EAFR-RX-08,CADE,Live,1 - (0-15cm),NA
regen_table_big11nov,EAFR-RX-08,ABCO,Live,2 - (16-30cm),3
regen_table_big11nov,EAFR-RX-08,ABCO,Live,3 - (31-60cm),3
regen_table_big11nov,EAFR-RX-08,ABCO,Live,1 - (0-15cm),NA
regen_table_big11nov,EAFR-RX-08,PILA,Live,3 - (31-60cm),NA
regen_table_big11nov,EAFR-RX-08,CADE,Live,2 - (16-30cm),3
regen_table_big11nov,SECR-THIN-05,PIPO,Live,4 - (61-100cm),1
regen_table_big11nov,SECR-THIN-05,PILA,Live,3 - (31-60cm),7
regen_table_big11nov,SECR-THIN-05,ABCO,Live,3 - (31-60cm),2
regen_table_big11nov,SECR-THIN-05,CADE,Live,1 - (0-15cm),20
regen_table_big11nov,SECR-THIN-05,ABCO,Live,1 - (0-15cm),4
regen_table_big11nov,SECR-THIN-05,PILA,Live,1 - (0-15cm),1
regen_table_big11nov,SECR-THIN-05,QUKE,Live,1 - (0-15cm),2
regen_table_big11nov,SECR-THIN-05,QUKE,Live,2 - (16-30cm),1
regen_table_big11nov,SECR-THIN-05,CADE,Live,2 - (16-30cm),3
regen_table_big11nov,SECR-THIN-05,PILA,Live,5 - (101-DBH; 137cm),3
regen_table_big11nov,SECR-THIN-05,PILA,Live,4 - (61-100cm),4
regen_table_big11nov,SECR-THIN-05,QUKE,Live,4 - (61-100cm),3
regen_table_big11nov,SECR-THIN-05,QUKE,Live,3 - (31-60cm),1
regen_table_big11nov,SECR-THIN-05,SEGI,Live,3 - (31-60cm),9
regen_table_big11nov,SECR-THIN-05,SEGI,Live,2 - (16-30cm),1
regen_table_big11nov,SECR-THIN-05,ABCO,Live,2 - (16-30cm),4
regen_table_big11nov,SECR-THIN-05,SEGI,Live,4 - (61-100cm),3
regen_table_big11nov,SECR-THIN-05,SEGI,Dead,4 - (61-100cm),3
regen_table_big11nov,SECR-THIN-05,PIPO,Live,3 - (31-60cm),OVERTOPPED
regen_table_big11nov,SECR-THIN-05,SEGI,Dead,3 - (31-60cm),4
regen_table_big11nov,SECR-THIN-05,SEGI,Dead,2 - (16-30cm),1
regen_table_big11nov,SECR-THIN-05,PILA,Live,2 - (16-30cm),1
regen_table_big11nov,SECR-THIN-05,PILA,Live,4 - (61-100cm),2
regen_table_big11nov,SECR-THIN-05,PILA,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,SECR-THIN-05,PILA,Live,2 - (16-30cm),1
regen_table_big11nov,SECR-THIN-05,QUKE,Live,1 - (0-15cm),1
regen_table_big11nov,SECR-THIN-05,ABCO,Live,2 - (16-30cm),1
regen_table_big11nov,SECR-THIN-05,ABCO,Live,3 - (31-60cm),1
regen_table_big11nov,SECR-THIN-05,QUKE,Live,1 - (0-15cm),1
regen_table_big11nov,SECR-THIN-05,PILA,Live,1 - (0-15cm),1
regen_table_big11nov,SECR-THIN-05,ABCO,Live,2 - (16-30cm),1
regen_table_big11nov,SECR-THIN-05,CADE,Live,2 - (16-30cm),5
regen_table_big11nov,SECR-THIN-05,PILA,Live,5 - (101-DBH; 137cm),2
regen_table_big11nov,SECR-THIN-05,PILA,Live,2 - (16-30cm),1
regen_table_big11nov,SECR-THIN-05,QUKE,Live,1 - (0-15cm),1
regen_table_big11nov,SECR-THIN-05,CADE,Live,1 - (0-15cm),1
regen_table_big11nov,SECR-THIN-02,QUKE,Live,1 - (0-15cm),1
regen_table_big11nov,SECR-THIN-02,ABCO,Live,1 - (0-15cm),4
regen_table_big11nov,SECR-THIN-02,CADE,Live,3 - (31-60cm),1
regen_table_big11nov,SECR-THIN-02,CADE,Live,4 - (61-100cm),1
regen_table_big11nov,SECR-THIN-02,ABCO,Live,3 - (31-60cm),2
regen_table_big11nov,SECR-THIN-02,ABCO,Live,2 - (16-30cm),9
regen_table_big11nov,SECR-THIN-02,SEGI,Live,4 - (61-100cm),2
regen_table_big11nov,SECR-THIN-02,SEGI,Live,3 - (31-60cm),1
regen_table_big11nov,SECR-THIN-02,PILA,Live,3 - (31-60cm),1
regen_table_big11nov,SECR-THIN-02,PILA,Live,1 - (0-15cm),2
regen_table_big11nov,SECR-THIN-02,ABCO,Live,4 - (61-100cm),3
regen_table_big11nov,SECR-THIN-02,ABCO,Live,5 - (101-DBH; 137cm),3
regen_table_big11nov,SECR-THIN-02,QUKE,Live,2 - (16-30cm),1
regen_table_big11nov,SECR-THIN-02,CADE,Live,1 - (0-15cm),4
regen_table_big11nov,SECR-THIN-02,ABCO,Live,1 - (0-15cm),3
regen_table_big11nov,SECR-THIN-02,ABCO,Live,2 - (16-30cm),3
regen_table_big11nov,SECR-THIN-02,CADE,Live,2 - (16-30cm),2
regen_table_big11nov,SECR-THIN-02,ABCO,Live,2 - (16-30cm),3
regen_table_big11nov,SECR-THIN-02,ABCO,Live,1 - (0-15cm),4
regen_table_big11nov,SECR-THIN-02,PILA,Live,2 - (16-30cm),1
regen_table_big11nov,SECR-THIN-02,PILA,Live,1 - (0-15cm),1
regen_table_big11nov,SECR-THIN-02REAL,PILA,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,PILA,Live,1 - (0-15cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,1 - (0-15cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,1 - (0-15cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,1 - (0-15cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,1 - (0-15cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,1 - (0-15cm),NA
regen_table_big11nov,SECR-THIN-02REAL,QUKE,Live,1 - (0-15cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,1 - (0-15cm),NA
regen_table_big11nov,SECR-THIN-02REAL,ABCO,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,PILA,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,3 - (31-60cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02REAL,CADE,Live,2 - (16-30cm),NA
regen_table_big11nov,SECR-THIN-02,NONE,Live,3 - (31-60cm),2 CONU
regen_table_big11nov,SECR-THIN-02,NONE,Live,2 - (16-30cm),1 CONU
regen_table_big11nov,SECR-THIN-02,NONE,Live,4 - (61-100cm),1 CONU
regen_table_big11nov,EAFR-RX-16,CADE,Live,3 - (31-60cm),1
regen_table_big11nov,EAFR-RX-16,ABCO,Live,2 - (16-30cm),8
regen_table_big11nov,EAFR-RX-16,ABCO,Live,3 - (31-60cm),49
regen_table_big11nov,EAFR-RX-16,ABCO,Live,4 - (61-100cm),20
regen_table_big11nov,EAFR-RX-16,ABCO,Live,5 - (101-DBH; 137cm),20
regen_table_big11nov,EAFR-RX-16,ABCO,Live,1 - (0-15cm),2
regen_table_big11nov,EAFR-RX-16,CADE,Live,1 - (0-15cm),1
regen_table_big11nov,EAFR-RX-16,QUKE,Live,1 - (0-15cm),2
regen_table_big11nov,EAFR-RX-16,QUKE,Live,2 - (16-30cm),2
regen_table_big11nov,EAFR-RX-16,QUKE,Live,3 - (31-60cm),1
regen_table_big11nov,EAFR-RX-16,PILA,Live,4 - (61-100cm),1
regen_table_big11nov,EAFR-RX-16,ABCO,Dead,1 - (0-15cm),1
regen_table_big11nov,EAFR-RX-16,CADE,Live,1 - (0-15cm),1
regen_table_big11nov,EAFR-RX-21,ABCO,Live,5 - (101-DBH; 137cm),102
regen_table_big11nov,EAFR-RX-21,ABCO,Dead,5 - (101-DBH; 137cm),2
regen_table_big11nov,EAFR-RX-21,ABCO,Live,4 - (61-100cm),181
regen_table_big11nov,EAFR-RX-21,ABCO,Live,3 - (31-60cm),89
regen_table_big11nov,EAFR-RX-21,ABCO,Live,2 - (16-30cm),17
regen_table_big11nov,EAFR-RX-21,ABCO,Live,1 - (0-15cm),3
regen_table_big11nov,EAFR-RX-21,CADE,Live,4 - (61-100cm),2
regen_table_big11nov,EAFR-RX-21,SEGI,Live,2 - (16-30cm),7
regen_table_big11nov,EAFR-RX-21,PILA,Live,4 - (61-100cm),2
regen_table_big11nov,EAFR-RX-21,ABCO,Dead,3 - (31-60cm),2
regen_table_big11nov,EAFR-RX-21,SEGI,Live,3 - (31-60cm),1
regen_table_big11nov,EAFR-RX-04,ABCO,Live,1 - (0-15cm),16
regen_table_big11nov,EAFR-RX-04,ABCO,Live,2 - (16-30cm),12
regen_table_big11nov,EAFR-RX-04,ABCO,Live,3 - (31-60cm),3
regen_table_big11nov,EAFR-RX-04,PILA,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,EAFR-RX-26,PILA,Live,3 - (31-60cm),NA
regen_table_big11nov,EAFR-RX-26,PILA,Live,4 - (61-100cm),NA
regen_table_big11nov,EAFR-RX-26,PILA,Live,1 - (0-15cm),NA
regen_table_big11nov,EAFR-RX-26,PILA,Live,1 - (0-15cm),NA
regen_table_big11nov,EAFR-RX-22,ABCO,Live,4 - (61-100cm),26
regen_table_big11nov,EAFR-RX-22,ABCO,Live,5 - (101-DBH; 137cm),10
regen_table_big11nov,EAFR-RX-22,ABCO,Live,3 - (31-60cm),5
regen_table_big11nov,EAFR-RX-22,CADE,Live,4 - (61-100cm),4
regen_table_big11nov,EAFR-RX-22,CADE,Live,3 - (31-60cm),6
regen_table_big11nov,EAFR-RX-22,ABCO,Live,2 - (16-30cm),2
regen_table_big11nov,EAFR-RX-22,ABCO,Dead,4 - (61-100cm),2
regen_table_big11nov,EAFR-RX-22,CADE,Live,1 - (0-15cm),1
regen_table_big11nov,EAFR-RX-22,CADE,Live,2 - (16-30cm),2
regen_table_big11nov,EAFR-RX-22,CADE,Dead,4 - (61-100cm),1
regen_table_big11nov,GRGR-RX-02,CADE,Live,2 - (16-30cm),5
regen_table_big11nov,GRGR-RX-02,CADE,Live,3 - (31-60cm),39
regen_table_big11nov,GRGR-RX-02,ABCO,Live,3 - (31-60cm),9
regen_table_big11nov,GRGR-RX-02,CADE,Live,4 - (61-100cm),52
regen_table_big11nov,GRGR-RX-02,ABCO,Live,4 - (61-100cm),3
regen_table_big11nov,GRGR-RX-02,PIPO,Live,4 - (61-100cm),1
regen_table_big11nov,GRGR-RX-02,SEGI,Live,4 - (61-100cm),15
regen_table_big11nov,GRGR-RX-02,CADE,Live,5 - (101-DBH; 137cm),5
regen_table_big11nov,GRGR-RX-02,SEGI,Live,5 - (101-DBH; 137cm),6
regen_table_big11nov,GRGR-RX-02,SEGI,Live,3 - (31-60cm),9
regen_table_big11nov,GRGR-RX-02,ABCO,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,GRGR-RX-02,ABCO,Live,2 - (16-30cm),2
regen_table_big11nov,GRGR-RX-02,PILA,Live,2 - (16-30cm),1
regen_table_big11nov,GRGR-RX-03,SEGI,Live,4 - (61-100cm),21
regen_table_big11nov,GRGR-RX-03,CADE,Live,2 - (16-30cm),2
regen_table_big11nov,GRGR-RX-03,SEGI,Live,5 - (101-DBH; 137cm),20
regen_table_big11nov,GRGR-RX-03,ABCO,Live,3 - (31-60cm),2
regen_table_big11nov,GRGR-RX-03,ABCO,Live,1 - (0-15cm),1
regen_table_big11nov,GRGR-RX-03,CADE,Live,5 - (101-DBH; 137cm),4
regen_table_big11nov,GRGR-RX-03,SEGI,Live,2 - (16-30cm),10
regen_table_big11nov,GRGR-RX-03,SEGI,Live,3 - (31-60cm),38
regen_table_big11nov,GRGR-RX-03,ABCO,Live,5 - (101-DBH; 137cm),6
regen_table_big11nov,GRGR-RX-03,CADE,Live,4 - (61-100cm),7
regen_table_big11nov,GRGR-RX-03,CADE,Live,3 - (31-60cm),2
regen_table_big11nov,GRGR-RX-03,ABCO,Live,4 - (61-100cm),8
regen_table_big11nov,GRGR-RX-03,PILA,Live,4 - (61-100cm),1
regen_table_big11nov,GRGR-RX-03,PIPO,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,GRGR-RX-03,ABCO,Live,3 - (31-60cm),1
regen_table_big11nov,GRGR-RX-03,SEGI,Dead,5 - (101-DBH; 137cm),1
regen_table_big11nov,GRGR-RX-04,ABCO,Live,3 - (31-60cm),5
regen_table_big11nov,GRGR-RX-04,ABCO,Live,1 - (0-15cm),3
regen_table_big11nov,GRGR-RX-04,ABCO,Live,2 - (16-30cm),15
regen_table_big11nov,GRGR-RX-04,PILA,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,GRGR-RX-04,ABCO,Live,4 - (61-100cm),4
regen_table_big11nov,GRGR-RX-04,ABCO,Live,5 - (101-DBH; 137cm),2
regen_table_big11nov,GRGR-RX-04,SEGI,Live,3 - (31-60cm),SAD
regen_table_big11nov,GRGR-RX-01,SEGI,Live,2 - (16-30cm),29
regen_table_big11nov,GRGR-RX-01,SEGI,Live,3 - (31-60cm),14
regen_table_big11nov,GRGR-RX-01,CADE,Live,2 - (16-30cm),21
regen_table_big11nov,GRGR-RX-01,CADE,Live,1 - (0-15cm),10
regen_table_big11nov,GRGR-RX-01,ABCO,Live,2 - (16-30cm),4
regen_table_big11nov,GRGR-RX-01,ABCO,Live,1 - (0-15cm),1
regen_table_big11nov,GRGR-RX-01,SEGI,Live,4 - (61-100cm),1
regen_table_big11nov,GRGR-RX-01,CADE,Live,3 - (31-60cm),2
regen_table_big11nov,GRGR-RX-01,SEGI,Live,1 - (0-15cm),4
regen_table_big11nov,GRGR-RX-01,SEGI,Dead,1 - (0-15cm),5
regen_table_big11nov,GRGR-RX-07,ABCO,Live,1 - (0-15cm),6
regen_table_big11nov,GRGR-RX-07,ABCO,Live,2 - (16-30cm),8
regen_table_big11nov,GRGR-RX-07,PIPO,Live,2 - (16-30cm),"PIPOJE, 1"
regen_table_big11nov,GRGR-RX-07,CADE,Live,2 - (16-30cm),9
regen_table_big11nov,GRGR-RX-07,CADE,Live,1 - (0-15cm),1
regen_table_big11nov,GRGR-RX-07,PILA,Live,2 - (16-30cm),1
regen_table_big11nov,GRGR-RX-07,ABCO,Live,2 - (16-30cm),"SAD - UNDER PILE, 1"
regen_table_big11nov,GRGR-RX-07,SEGI,Live,1 - (0-15cm),4
regen_table_big11nov,GRGR-RX-07,SEGI,Live,2 - (16-30cm),"VERY SAD, 1"
regen_table_big11nov,GRGR-RX-07,ABCO,Live,3 - (31-60cm),1
regen_table_big11nov,GRGR-RX-07,SEGI,Live,2 - (16-30cm),7
regen_table_big11nov,GRGR-RX-05,ABCO,Live,3 - (31-60cm),6
regen_table_big11nov,GRGR-RX-05,CADE,Live,1 - (0-15cm),1
regen_table_big11nov,GRGR-RX-05,PILA,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,GRGR-RX-05,ABCO,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,GRGR-RX-05,NA,NA,NA,NA
regen_table_big11nov,GRGR-RX-08,PILA,Live,4 - (61-100cm),1
regen_table_big11nov,GRGR-RX-08,CADE,Live,1 - (0-15cm),1
regen_table_big11nov,GRGR-RX-08,CADE,Live,2 - (16-30cm),1
regen_table_big11nov,GRGR-RX-08,CADE,Live,3 - (31-60cm),1
regen_table_big11nov,GRGR-RX-10,ABCO,Live,2 - (16-30cm),3
regen_table_big11nov,GRGR-RX-10,PILA,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,GRGR-RX-10,PILA,Live,4 - (61-100cm),1
regen_table_big11nov,GRGR-RX-11,ABCO,Live,3 - (31-60cm),5
regen_table_big11nov,GRGR-RX-11,CADE,Live,4 - (61-100cm),2
regen_table_big11nov,GRGR-RX-11,CADE,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,GRGR-RX-11,ABCO,Live,4 - (61-100cm),5
regen_table_big11nov,GRGR-RX-11,ABCO,Live,5 - (101-DBH; 137cm),2
regen_table_big11nov,GRGR-RX-11,CADE,Live,3 - (31-60cm),1
regen_table_big11nov,GRGR-RX-09,ABCO,Live,4 - (61-100cm),1
regen_table_big11nov,GRGR-RX-09,ABCO,Live,2 - (16-30cm),2
regen_table_big11nov,GRGR-RX-09,PILA,Live,4 - (61-100cm),1
regen_table_big11nov,GRGR-RX-09,ABCO,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,GRGR-RX-06,QUKE,Live,2 - (16-30cm),2
regen_table_big11nov,GRGR-RX-06,CADE,Live,3 - (31-60cm),12
regen_table_big11nov,GRGR-RX-06,CADE,Live,2 - (16-30cm),110
regen_table_big11nov,GRGR-RX-06,CADE,Live,1 - (0-15cm),48
regen_table_big11nov,GRGR-RX-06,CADE,Dead,1 - (0-15cm),3
regen_table_big11nov,GRGR-RX-06,QUKE,Live,1 - (0-15cm),1
regen_table_big11nov,GRGR-RX-06,QUKE,Live,3 - (31-60cm),2
regen_table_big11nov,GRGR-RX-06,ABCO,Live,1 - (0-15cm),1
regen_table_big11nov,GRGR-RX-06,PILA,Live,1 - (0-15cm),1
regen_table_big11nov,GRGR-RX-06,ABCO,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,GRGR-RX-06,CADE,Live,4 - (61-100cm),1
regen_table_big11nov,BIST-RX-01,ABCO,Live,1 - (0-15cm),1
regen_table_big11nov,BIST-RX-01,QUKE,Live,1 - (0-15cm),12
regen_table_big11nov,BIST-RX-01,QUKE,Live,2 - (16-30cm),11
regen_table_big11nov,BIST-RX-01,ABCO,Live,2 - (16-30cm),7
regen_table_big11nov,BIST-RX-01,CADE,Live,1 - (0-15cm),5
regen_table_big11nov,BIST-RX-01,CADE,Live,2 - (16-30cm),10
regen_table_big11nov,BIST-RX-01,ABCO,Live,3 - (31-60cm),10
regen_table_big11nov,BIST-RX-01,CADE,Live,3 - (31-60cm),16
regen_table_big11nov,BIST-RX-01,CADE,Live,4 - (61-100cm),2
regen_table_big11nov,BIST-RX-01,ABCO,Live,4 - (61-100cm),2
regen_table_big11nov,BIST-RX-13,ABCO,Live,1 - (0-15cm),7
regen_table_big11nov,BIST-RX-13,ABCO,Live,2 - (16-30cm),8
regen_table_big11nov,BIST-RX-13,ABCO,Live,3 - (31-60cm),59
regen_table_big11nov,BIST-RX-13,CADE,Live,1 - (0-15cm),7
regen_table_big11nov,BIST-RX-13,CADE,Dead,1 - (0-15cm),1
regen_table_big11nov,BIST-RX-13,CADE,Live,2 - (16-30cm),5
regen_table_big11nov,BIST-RX-13,ABCO,Live,4 - (61-100cm),5
regen_table_big11nov,BIST-RX-13,ABCO,Dead,1 - (0-15cm),1
regen_table_big11nov,BIST-RX-13,CADE,Live,2 - (16-30cm),1
regen_table_big11nov,BIST-RX-07,SEGI,Live,1 - (0-15cm),3
regen_table_big11nov,BIST-RX-07,ABCO,Live,2 - (16-30cm),1
regen_table_big11nov,BIST-RX-06,QUKE,Live,1 - (0-15cm),5
regen_table_big11nov,BIST-RX-06,ABCO,Live,2 - (16-30cm),8
regen_table_big11nov,BIST-RX-06,ABCO,Live,3 - (31-60cm),13
regen_table_big11nov,BIST-RX-06,ABCO,Live,4 - (61-100cm),1
regen_table_big11nov,BIST-RX-06,ABCO,Live,1 - (0-15cm),3
regen_table_big11nov,BIST-RX-06,QUKE,Live,2 - (16-30cm),4
regen_table_big11nov,BIST-RX-02,CADE,Live,1 - (0-15cm),16
regen_table_big11nov,BIST-RX-02,QUKE,Live,1 - (0-15cm),9
regen_table_big11nov,BIST-RX-02,CADE,Live,3 - (31-60cm),14
regen_table_big11nov,BIST-RX-02,ABCO,Live,2 - (16-30cm),14
regen_table_big11nov,BIST-RX-02,ABCO,Live,3 - (31-60cm),17
regen_table_big11nov,BIST-RX-02,PILA,Live,3 - (31-60cm),2
regen_table_big11nov,BIST-RX-02,CADE,Live,2 - (16-30cm),8
regen_table_big11nov,BIST-RX-02,CADE,Live,4 - (61-100cm),4
regen_table_big11nov,BIST-RX-02,PILA,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,BIST-RX-02,ABCO,Live,4 - (61-100cm),2
regen_table_big11nov,BIST-RX-02,CADE,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,BIST-RX-02,QUKE,Live,2 - (16-30cm),2
regen_table_big11nov,BIST-RX-02,QUKE,Live,3 - (31-60cm),1
regen_table_big11nov,BIST-RX-03,QUKE,Live,1 - (0-15cm),2
regen_table_big11nov,BIST-RX-03,ABCO,Dead,5 - (101-DBH; 137cm),1
regen_table_big11nov,BIST-RX-04,ABCO,Live,1 - (0-15cm),1
regen_table_big11nov,BIST-RX-05,CADE,Live,1 - (0-15cm),1
regen_table_big11nov,BIST-RX-05,QUCH,Live,1 - (0-15cm),3
regen_table_big11nov,NA,NA,NA,NA,NA
regen_table_big11nov,BIST-RX-08,ABCO,Live,2 - (16-30cm),NA
regen_table_big11nov,BIST-RX-09,QUCH,Live,2 - (16-30cm),2
regen_table_big11nov,BIST-RX-09,CADE,Live,3 - (31-60cm),1
regen_table_big11nov,BIST-RX-09,ABCO,Live,3 - (31-60cm),1
regen_table_big11nov,BIST-RX-09,QUCH,Live,1 - (0-15cm),1
regen_table_big11nov,BIST-RX-09,QUCH,Live,3 - (31-60cm),1
regen_table_big11nov,BIST-RX-09,ABCO,Live,3 - (31-60cm),1
regen_table_big11nov,BIST-RX-12,PILA,Live,3 - (31-60cm),NA
regen_table_big11nov,BIST-RX-11,CADE,Live,1 - (0-15cm),13
regen_table_big11nov,BIST-RX-11,ABCO,Live,3 - (31-60cm),42
regen_table_big11nov,BIST-RX-11,ABCO,Live,2 - (16-30cm),22
regen_table_big11nov,BIST-RX-11,ABCO,Live,4 - (61-100cm),9
regen_table_big11nov,BIST-RX-11,ABCO,Live,1 - (0-15cm),6
regen_table_big11nov,BIST-RX-11,PILA,Live,2 - (16-30cm),1
regen_table_big11nov,BIST-RX-11,CADE,Live,2 - (16-30cm),2
regen_table_big11nov,BIST-RX-11,ABCO,Dead,1 - (0-15cm),1
regen_table_big11nov,BIST-RX-11,QUKE,Live,2 - (16-30cm),4
regen_table_big11nov,BIST-RX-11,ABCO,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,BIST-RX-11,CADE,Live,3 - (31-60cm),2
regen_table_big11nov,BIST-RX-11,PILA,Live,3 - (31-60cm),1
regen_table_big11nov,BIST-RX-10,QUKE,Live,2 - (16-30cm),1
regen_table_big11nov,BIST-RX-10,ABCO,Live,3 - (31-60cm),4
regen_table_big11nov,BIST-RX-10,ABCO,Dead,2 - (16-30cm),1
regen_table_big11nov,BIST-RX-10,ABCO,Dead,3 - (31-60cm),1
regen_table_big11nov,BIST-RX-10,PILA,Live,5 - (101-DBH; 137cm),1
regen_table_big11nov,BIST-RX-10,PILA,Live,2 - (16-30cm),1
regen_table_big11nov,REME-THIN-11,QUKE,Live,1 - (0-15cm),3
regen_table_big11nov,REME-THIN-11,QUKE,Live,2 - (16-30cm),84
regen_table_big11nov,REME-THIN-11,QUKE,Live,3 - (31-60cm),276
regen_table_big11nov,REME-THIN-11,QUKE,Live,4 - (61-100cm),4
regen_table_big11nov,REME-THIN-11,CADE,Live,1 - (0-15cm),5
regen_table_big11nov,REME-THIN-11,CADE,Dead,2 - (16-30cm),1
regen_table_big11nov,REME-THIN-11,ABCO,Live,1 - (0-15cm),3
regen_table_big11nov,REME-THIN-11,QUKE,Dead,3 - (31-60cm),9
regen_table_big11nov,ATWE-RX-40,ABCO,Live,1 - (0-15cm),44
regen_table_big11nov,ATWE-RX-40,CADE,Live,1 - (0-15cm),10
regen_table_big11nov,ATWE-RX-40,CADE,Live,2 - (16-30cm),3
regen_table_big11nov,ATWE-RX-40,ABCO,Dead,1 - (0-15cm),1
regen_table_big11nov,ATWE-RX-40,PILA,Live,2 - (16-30cm),2
regen_table_big11nov,ATWE-RX-40,QUKE,Live,1 - (0-15cm),1
regen_table_big11nov,ATWE-THIN-29,PIPO,Live,1 - (0-15cm),PIPOJE - 1
regen_table_big11nov,ATWE-THIN-29,CADE,Live,2 - (16-30cm),1
regen_table_big11nov,ATWE-THIN-29,PIPO,Live,2 - (16-30cm),PIPOJE - 1
regen_table_big11nov,ATWE-THIN-29,PIPO,Live,4 - (61-100cm),PIPOJE - 1
regen_table_big11nov,ATWE-THIN-29,PIPO,Live,3 - (31-60cm),PIPOJE - 1
regen_table_big11nov,ATWE-THIN-29,ABCO,Live,2 - (16-30cm),1
